appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
559850,Time Tenshi 2: Special Edition,2016-11-21,1,Silver Cow Studio,Silver Cow Studio,windows;mac;linux,0,Single-player,Adventure;Indie;Simulation,Nudity;Adventure;Indie,0,11,0,0,0,0-20000,11.99
560220,Estiman,2016-11-23,1,Kool2Play,Kool2Play,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie,Indie;Casual;Singleplayer,8,30,4,0,0,0-20000,0.79
560720,Dark Angels: Masquerade of Shadows,2017-02-02,1,Skywind Games,Alawar Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Hidden Object,30,97,7,0,0,0-20000,2.79
561420,Hot Plates,2017-06-16,1,bluebox interactive;RoJarl Entertainment,bluebox interactive,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Simulation,Indie;Casual;Action,43,8,10,0,0,0-20000,3.99
562410,Panty Party,2017-01-24,1,Animu Game,Animu Game,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Simulation,Anime;Sexual Content;Memes,18,653,52,14,14,20000-50000,6.99
564940,Alone With You,2017-02-09,1,Benjamin Rivers Inc.,Benjamin Rivers Inc.,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Pixel Graphics,25,31,7,0,0,0-20000,6.99
565650,SWAM,2017-01-05,1,Paul O'Bar,ArcadeSheep,windows,0,Single-player;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,3,1,0,0,0-20000,1.69
565860,Tomato Way,2016-12-07,1,VladCastillo,VladCastillo,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie;Racing,Action;Indie;Adventure,0,198,67,216,218,100000-200000,2.79
566940,Claws & Feathers 2,2016-12-13,1,Adept Studios GD;Alawar Entertainment,Buka Entertainment,windows,0,Single-player,Casual,Casual,0,7,0,0,0,0-20000,4.99
569640,ZombieFight VR,2017-06-15,1,"Beijing Elysium Interactive Technology Co.,Ltd.","Beijing Elysium Interactive Technology Co.,Ltd.",windows,0,Single-player,Action;Adventure;RPG,Action;Adventure;RPG,0,30,28,0,0,0-20000,14.99
570600,Binary Trigger,2017-11-01,1,One Lives Left,One Lives Left,windows,0,Single-player,Action;Indie,Action;Indie;VR,6,4,0,0,0,0-20000,5.79
572010,No Way Out,2018-10-04,1,Rafael Farias,Fiassink Games,windows,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,0,38,36,333,359,20000-50000,0.79
572410,Steel Division: Normandy 44,2017-05-23,1,Eugen Systems,Paradox Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Simulation;Strategy,World War II;Strategy;RTS,47,3063,1204,1545,2209,200000-500000,34.99
572580,Incredible Dracula II: The Last Call Collector's Edition,2017-01-26,1,New Bridge Games;Alawar Entertainment,Buka Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Strategy,Strategy;Adventure;Casual,34,11,6,0,0,0-20000,5.99
572720,Nancy Drew®: The Shattered Medallion,2017-03-06,1,HeR Interactive,HeR Interactive,windows,0,Single-player,Adventure,Adventure,0,4,4,0,0,0-20000,15.49
573740,Northern Tale 4,2017-11-16,1,Realore,Qumaron,windows,0,Single-player,Adventure;Casual;Simulation;Strategy,Casual;Strategy;Adventure,0,5,1,0,0,0-20000,3.99
573780,Xenon Valkyrie,2017-02-03,1,Diabolical Mind;Daniel Fernandez Chavez,Diabolical Mind,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Adventure;RPG,18,67,27,238,238,0-20000,6.99
575340,Chessaria: The Tactical Adventure (Chess),2018-03-08,1,Pixel Wizards,Pixel Wizards,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;Steam Trading Cards;Stats,Adventure;Indie;Simulation;Strategy,Strategy;Chess;Turn-Based,41,52,13,0,0,0-20000,15.49
575800,Arizona Rose and the Pharaohs' Riddles,2017-01-18,1,Anawiki Games,Anawiki Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Indie;Casual;Strategy,20,5,3,0,0,0-20000,6.99
575870,Call to 10,2017-01-16,1,Peace,Peace,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Horror,0,18,41,202,213,50000-100000,1.59
577270,VR Aquarium -雅-,2017-01-11,1,Sorasu Software,Sorasu Software,windows,0,Single-player,Simulation,Simulation;VR,0,11,0,0,0,0-20000,3.99
578260,Fluffy,2017-01-11,1,Blaiz Entertainment,Blaiz Entertainment,windows,0,Single-player;Steam Trading Cards;Stats,Action;Adventure,Action;Adventure;Platformer,0,34,17,207,211,50000-100000,0.79
578920,Demon Lord,2017-03-21,1,Galaxy Game Studio,Galaxy Game Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;Simulation;Strategy,Casual;Adventure;Indie,29,12,9,0,0,0-20000,4.99
580420,Tourists Kidnapped a Little Bear,2017-01-20,1,Wojciech Krupinski,KrupinskiArt,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Gore;Action;Adventure;Casual;Indie,Gore;Indie;Casual,173,48,18,325,417,50000-100000,0.79
581300,Black Mirror,2017-11-28,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Adventure,Adventure;Violent;Horror,21,113,130,0,0,0-20000,24.99
583030,Eraser & Builder,2017-02-27,1,"CFK Co., Ltd.","CFK Co., Ltd.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Casual;Indie,Indie;Casual,0,0,1,0,0,0-20000,1.59
583240,Coffence,2018-10-25,1,Sweet Bandits Studios,Sweet Bandits Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Indie,Indie;Action;Controller,30,19,8,304,304,0-20000,10.99
583530,Aquila Bird Flight Simulator,2017-08-18,1,Graeme Scott,Graeme Scott,windows,0,Single-player;Full controller support,Casual;Simulation;Early Access,Early Access;Simulation;Casual,2,7,5,0,0,0-20000,3.99
584800,Civil War: Battle of Petersburg,2017-02-08,1,Cult Software,Cult Software,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Strategy,Strategy;Wargame;America,2,45,17,315,315,0-20000,0.79
585270,HeapVR,2017-02-27,1,Richard Fox - Development;John Gibbons - Development;Jonathan Haggard - Design;Joe Cantasano - Sound/Audio,Propeller Labs,windows,0,Single-player,Casual;Free to Play;Strategy,Free to Play;Strategy;Casual,0,5,3,0,0,0-20000,0.0
585940,Project Shield,2017-01-27,1,Cool Beans Studios LLC,Cool Beans Studios LLC,windows,0,Single-player;Multi-player;Local Multi-Player,Action;Casual;Early Access,Early Access;Action;Casual,0,7,2,0,0,0-20000,0.79
586110,Sansar,2018-12-05,1,Linden Lab,Linden Lab,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,Casual;Free to Play;Massively Multiplayer;Early Access,Early Access;Free to Play;Massively Multiplayer,0,98,61,0,0,20000-50000,0.0
586740,Spirits of Mystery: Song of the Phoenix Collector's Edition,2017-02-16,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
586830,Mighty Monster Mayhem,2017-04-20,1,Rank17,Rank17,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Leaderboards,Action;Adventure;Casual;Simulation,Action;Adventure;Casual,127,15,5,0,0,0-20000,10.99
586980,MadOut2 BigCityOnline,2017-02-21,1,MadOut Games,MadOut Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;In-App Purchases;Partial Controller Support,Action;Indie;Racing;Simulation;Sports,Indie;Action;Racing,0,367,180,204,215,50000-100000,0.0
587440,Galactic Keep,2017-04-05,1,Gilded Skull Games,Gilded Skull Games,windows;mac,0,Single-player;Steam Trading Cards,RPG;Simulation;Strategy,RPG;Strategy;Simulation,0,12,2,0,0,0-20000,7.19
587450,Saurian,2017-08-02,1,"Urvogel Games, LLC","Urvogel Games, LLC",windows,0,Single-player;Partial Controller Support,Indie;Simulation;Early Access,Early Access;Simulation;Dinosaurs,12,605,280,0,0,20000-50000,14.99
588230,Beckett,2018-02-27,1,The Secret Experiment,The Secret Experiment,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure;Nudity,18,40,0,0,0,0-20000,7.19
589170,Panzer Panic VR,2017-03-15,1,HandyGames,HandyGames,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Casual,Action;Casual;VR,68,7,5,0,0,0-20000,6.99
589410,Dammerlicht,2017-02-16,1,Royal Tea Time Studio,Royal Tea Time Studio,windows;mac;linux,0,Single-player,Indie,Indie,0,10,2,0,0,0-20000,0.79
591680,Taphouse VR,2018-09-27,1,Catland,Catland,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation,Simulation;Indie;VR,16,99,5,0,0,20000-50000,0.0
592990,ChemCaper™: Act I - Petticles in Peril,2017-11-01,1,ACE Ed-Venture Studio;Artoncode™,ACE Ed-Venture Studio,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;RPG,Adventure;RPG;Education,18,0,2,0,0,0-20000,14.99
594050,Red Alliance,2018-10-10,1,2ndUp Studios,2ndUp Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure;Indie,Action;Indie;Adventure,35,33,4,0,0,0-20000,9.29
594160,The Last Patient,2017-03-16,1,Alex Danilow,Alex Danilow,windows,0,Single-player;Steam Trading Cards,Violent;Gore;Action,Action;Gore;Violent,0,8,23,327,338,50000-100000,0.79
594350,Attack Helicopter Dating Simulator,2018-09-27,1,Curse Box Studios,DEVGRU-P,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Simulation;Indie;Casual,0,41,4,0,0,0-20000,7.19
597860,Nightmare Boy,2017-10-25,1,The Vanir Project,BadLand Publishing,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,28,20,5,0,0,0-20000,6.99
599800,Easy Magic,2017-03-27,1,Dream Real,Dream Real,windows,0,Single-player;Shared/Split Screen;Partial Controller Support,Action;Adventure;Indie;Strategy,Action;Adventure;Indie,0,4,0,0,0,0-20000,1.59
600230,Epsilon Jump Prime,2017-10-20,1,Energize Labs Inc.,Energize Labs Inc.,windows;mac;linux,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie,14,2,0,0,0,0-20000,2.99
600330,CONTRACTED,2017-03-10,1,Hardy Games,Hardy Games,windows,0,Single-player;Full controller support;Steam Trading Cards,Violent;Gore;Action,Action;Gore;Violent,0,12,5,0,0,0-20000,1.69
600580,Dark Mechanism - Virtual reality,2017-05-11,1,Field Of Vision,Field Of Vision,windows,0,Single-player,Casual,Casual;VR,0,3,4,0,0,0-20000,1.59
601570,Fix Me Fix You,2017-03-08,1,Sapphire Dragon Productions,Sapphire Dragon Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Sexual Content;Casual;Indie;Simulation,Sexual Content;Indie;Visual Novel,5,29,6,243,243,0-20000,5.19
601920,Adjacency,2017-06-09,1,sleepy macaw,sleepy macaw,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle,5,10,2,0,0,0-20000,1.99
602300,Alter Army,2018-08-06,1,Vague Pixels,Vague Pixels,windows,0,Single-player;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure,0,15,4,0,0,0-20000,3.99
605790,Queen's Tales: The Beast and the Nightingale Collector's Edition,2017-03-15,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
606480,Flood of Light,2017-06-15,1,Irisloft,Irisloft,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;RPG,Casual;Indie;Adventure,50,157,6,0,0,0-20000,2.79
608390,Mad Dagger,2017-04-01,1,YarGri,YarGri,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Casual;Indie;Action,6,59,63,276,285,100000-200000,0.79
608760,Doodle Devil,2017-05-25,1,JoyBits Ltd.,JoyBits Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,9,53,7,0,0,20000-50000,7.19
609990,BeeFense,2017-04-13,1,ByteRockers' Games,ByteRockers' Games,windows,0,Single-player;Steam Cloud,Action;Indie;Strategy,Action;Strategy;Indie,0,12,5,0,0,0-20000,3.99
610130,UltraGoodness,2017-06-02,1,Rasul Mono,Rasul Mono,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Pixel Graphics,22,113,33,220,226,100000-200000,4.79
610250,Glitch's Trip,2018-02-01,1,Ransacked Studios,Ransacked Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,30,22,0,0,0,0-20000,7.19
611320,Think To Die 3,2017-03-27,1,Felip Guimerà,FelGC.GamesDevelopment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Casual;Indie;Strategy,Casual;Strategy;Puzzle,15,37,8,0,0,0-20000,3.99
611630,Grave Chase,2017-09-20,1,Skeleton Crew Studios,Skeleton Crew Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie;Strategy,Action;Adventure;Strategy,56,22,3,0,0,0-20000,4.79
612010,Duel VR,2017-04-30,1,Booster Space,Greenlight Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Violent;Action;Casual;Early Access,Early Access;Action;Casual,8,2,2,0,0,0-20000,6.99
612620,Detective Butler: Maiden Voyage Murder,2017-05-26,1,Goldbar Games,Goldbar Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Free to Play;Indie,Free to Play;Visual Novel;Indie,14,132,35,0,0,20000-50000,0.0
613670,The Chronicles of Dragon Wing - Reborn,2017-08-15,0,Dragon Wing Studio,Dragon Wing Studio,windows,0,Single-player;Multi-player;Online Multi-Player,Casual;Simulation;Strategy,Strategy;Casual;Simulation,0,151,36,0,0,0-20000,14.99
614530,Garden Tale,2017-09-13,1,Bonion Games,AGM PLAYISM,windows,0,Single-player;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Indie;Strategy,0,4,6,0,0,0-20000,6.99
614630,Tiny Rails,2018-05-28,1,Tiny Titan Studios,Tiny Titan Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Adventure;Casual;Indie,12,189,80,1866,1866,0-20000,6.99
617620,Disturbed: Beyond Aramor,2018-05-18,1,iBlackpen,iBlackpen,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,38,10,0,0,0,0-20000,7.19
618050,To The Light,2017-07-03,1,ZOV GAME STUDIO,ZOV GAME STUDIO,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Nudity;Sexual Content;RPG,60,57,59,0,0,0-20000,6.19
619100,Spirit Guide Crucible,2017-04-24,1,IndieRevo,IndieRevo,windows,0,Single-player;Full controller support,Action;Casual;Indie,Action;Indie;Casual,2,1,0,0,0,0-20000,1.59
620080,A Clockwork Ley-Line: The Borderline of Dusk,2017-12-18,1,Unison Shift: Blossom,Sekai Project,windows,0,Single-player;Steam Trading Cards,Sexual Content;Nudity;Adventure,Sexual Content;Nudity;Adventure,0,27,2,571,571,0-20000,15.49
620570,Tower!2011:SE,2017-05-03,1,FeelThere,FeelThere,windows,0,Single-player;Multi-player;In-App Purchases,Indie;Simulation,Simulation;Indie,0,5,8,0,0,0-20000,18.99
621940,Unleash,2018-10-16,1,DeSync Studios,DeSync Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Strategy,Tower Defense;Strategy;Action,32,48,11,0,0,0-20000,7.19
623160,Zombie Solitaire 2 Chapter 1,2017-06-30,1,rokapublish,rokapublish,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual,Casual;Card Game;Indie,15,18,1,0,0,0-20000,6.19
624060,Shattered Steel,2017-05-03,1,BioWare,Interplay Entertainment Corp.,windows,0,Single-player;Multi-player,Action;Simulation,Action;Simulation;Mechs,0,2,1,0,0,0-20000,6.99
625080,FlatOut 4: Total Insanity Workshop Tool,2017-06-22,1,Kylotonn,Strategy First,windows,0,Steam Workshop,Design & Illustration,Design & Illustration,0,5,2,0,0,0-20000,0.0
625560,The Overdreamer,2017-07-16,1,Hars,Hars,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Violent;Gore;Adventure;Indie,Adventure;Indie;Gore,8,10,1,0,0,0-20000,8.29
625630,Journey of Johann,2017-05-18,1,Apapappa Games,Apapappa Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,42,3,0,0,0,0-20000,5.59
626250,Consortium: The Tower,2017-09-21,1,Interdimensional Games Inc,Interdimensional Games Inc,windows,0,Single-player;Captions available;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;RPG;Adventure,49,27,3,0,0,0-20000,18.99
631770,Pixplode,2017-07-03,1,Empyrean,Empyrean,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle,63,25,2,0,0,0-20000,1.99
635270,Through The Dark: Prologue,2017-05-24,1,6waves,6waves,windows,0,Single-player,Action;Adventure;Indie;RPG;Strategy,Adventure;Strategy;Action,0,1,1,0,0,0-20000,6.99
636450,Rez Infinite,2017-08-09,1,Monstars Inc.;Resonair,Enhance,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,20,585,54,0,0,20000-50000,19.99
636470,Tungulus,2017-07-11,1,mangamengine,mangamengine,windows,0,Single-player;Steam Trading Cards,Indie,Indie;Horror,0,17,19,233,233,50000-100000,1.59
636490,Ka Mate,2018-01-09,1,2645turquoise,2645interactive,windows,0,Single-player;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Adventure;Indie,0,17,17,0,0,0-20000,3.99
637330,Stack,2017-05-18,1,AeroLab Studios,AeroLab Studios ,windows,0,Single-player,Casual;Indie;Strategy,Strategy;Indie;Casual,0,1,1,0,0,0-20000,2.79
638260,Myths of the World: Stolen Spring Collector's Edition,2017-05-31,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,7.19
640340,Serious Sam: Tormental,2019-04-02,1,Gungrounds;Croteam,Croteam Incubator,windows,0,Single-player;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,0,34,4,0,0,0-20000,9.29
641870,symeCu8e,2017-07-04,1,forever8pus,forever8pus,windows,0,Single-player,Casual;Indie;Strategy,Strategy;Casual;Indie,0,1,2,0,0,0-20000,5.99
641950,Last Stonelord,2017-09-27,1,Morganti Livio,Morganti Livio,windows,0,Single-player;Partial Controller Support,Indie;RPG;Early Access,Early Access;Indie;RPG,0,15,7,0,0,0-20000,7.19
642000,Regenesis Arcade Lite,2017-11-20,1,Hyperbook Studio,Blue Technology Sp. z o.o.,windows,0,Single-player,Action;Adventure;Casual,Action;Adventure;Casual,10,27,12,0,0,20000-50000,0.0
643830,Botlike - a robot's rampage,2017-09-14,1,Binji,Binji,windows,0,Single-player;Full controller support,Action;Indie;Early Access,Early Access;Action;Indie,0,52,5,0,0,0-20000,6.99
644160,Reflecting Fate,2017-07-10,1,KxONE;Andrew Drumov;starmops,starmops,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,0,30,17,0,0,0-20000,3.99
644560,Mirror,2018-04-19,1,KAGAMI WORKs,Paradise Project,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Sexual Content;Nudity;Mature,114,21474,702,281,291,500000-1000000,1.69
645380,Heroes of Umbra,2018-05-31,1,Alcuria Games,Alcuria Games,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;RPG,Indie;Action;RPG,27,20,5,0,0,0-20000,6.99
645450,Gravity Quest,2017-06-23,1,Light Road Games,Light Road Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Casual;Indie,5,49,10,0,0,0-20000,1.99
646010,Golem,2018-05-29,1,Longbow Games,Longbow Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,14,16,6,0,0,0-20000,10.99
646440,Redfoot Bluefoot Dancing,2017-06-20,1,Rebuff Reality,Rebuff Reality,windows,0,Single-player,Action;Indie;Simulation;Sports,Action;Indie;Simulation,0,1,5,0,0,0-20000,0.0
647500,Near Death Experience,2017-06-09,1,Distorted Games,Distorted Games,windows,0,Single-player,Violent;Gore;Indie,Violent;Gore;Indie,0,19,7,0,0,0-20000,3.99
649790,Harvest Life,2017-11-10,1,bumblebee,rokapublish,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Simulation;Casual;Indie,59,96,56,0,0,0-20000,11.39
650600,Greece Defense TD,2018-03-09,1,GameArx,"TCH International Group, LLC",windows;mac,0,Single-player,Indie;Strategy,Strategy;Indie;Tower Defense,0,2,1,0,0,0-20000,2.79
651610,Booty Diver,2017-09-20,1,Xavier Orion Games,Xavier Orion Games,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie,0,1,0,0,0,0-20000,3.99
652190,Emily Wants to Play Too,2017-12-13,1,Shawn Hitchcock,SKH Apps,windows;mac;linux,0,Single-player;Full controller support,Action;Adventure;Indie;Simulation;Strategy,Horror;Indie;Action,14,85,20,0,0,0-20000,5.79
652760,Watchlist,2017-07-06,1,Fletcher's Games,Fletcher's Games,windows;mac,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Adventure;Indie;Action,12,6,1,0,0,0-20000,1.59
654020,Ben The Exorcist,2017-07-07,1,Wraith Studio,Wraith Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,27,16,2,0,0,0-20000,4.79
654660,Pharmakon,2017-07-20,1,Visumeca Games,Visumeca Games,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats,Action;Adventure;Casual;Indie;Strategy,Strategy;Indie;Action,20,11,7,0,0,0-20000,7.19
655380,Dig Dog,2018-02-08,1,Rusty Moyher;Matt Grimm,Wild Rooster,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Adventure,14,40,10,0,0,0-20000,2.89
656730,Block Robot Mini Survival Game,2017-07-07,1,Theodor Niklas,Theodor Niklas,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer,Action;Adventure;Massively Multiplayer;Racing;Simulation,Action;Massively Multiplayer;Adventure,0,0,6,0,0,0-20000,4.79
657050,Humanity Must Perish,2017-09-25,1,Zetsubou,Zetsubou,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Casual;Indie;Simulation,Indie;Casual;Simulation,8,107,21,0,0,0-20000,0.0
657780,Rome Circus Maximus: Chariot Race VR,2017-09-26,1,Vicente Rosell Roig,Vicente Rosell Roig,windows,0,Single-player,Racing,Racing;VR,0,2,3,0,0,0-20000,1.99
658600,Lawnmower Game,2017-07-20,1,Tero Lunkka;Mikko Seppälä,Tero Lunkka,windows,0,Single-player,Indie;Simulation,Indie;Simulation,0,104,35,0,0,0-20000,1.59
661230,Progress Bar Simulator,2019-04-04,1,SpielmannSpiel,SpielmannSpiel,windows;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,24,15,0,0,0,0-20000,0.99
661530,Gold Rush In The Oort Cloud,2017-07-05,1,WTFOMGames,WTFOMGames,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,8,10,0,0,0-20000,2.89
661670,Renegade Grounds: Episode 1,2017-08-31,1,Astronomic Games,New Reality Games,windows,0,Single-player;Steam Achievements;Full controller support,Violent;Adventure;Indie;RPG,Adventure;RPG;Indie,29,6,1,0,0,0-20000,3.99
661790,Witch Hunt,2018-09-03,1,Andrii Vintsevych,Andrii Vintsevych,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Horror;Adventure;Indie,22,756,98,0,0,20000-50000,7.19
662590,Army Craft,2017-07-19,1,InvoHer,Atriagames,windows,0,Single-player,Action;Indie,Action;Indie,0,24,8,0,0,0-20000,2.09
664030,Time To Walk Alone,2017-06-29,1,INDIEPLAY,INDIEPLAY,windows,0,Single-player,Casual;Indie,Indie;Casual,0,1,2,0,0,0-20000,0.79
664870,Forgotten Faces,2017-07-25,1,RIP Horse Studio,RIP Horse Studio,windows,0,Single-player,Adventure;Indie,Adventure;Indie,0,1,3,0,0,0-20000,1.99
665350,Mayhem Above,2017-08-14,1,Spinal Games,Spinal Games,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action,Action;Music;Music-Based Procedural Generation,13,7,1,0,0,0-20000,5.19
665650,2V Hoverbike,2017-07-06,1,Intertum,intertum,windows;mac,0,Single-player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,12,10,3,0,0,0-20000,1.99
665920,SHOWMAKER,2018-02-14,1,Preapp Partners,Preapp Partners,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Early Access,Early Access;Casual;Anime,10,55,9,0,0,0-20000,11.39
